,summary,config
0,"{'ADAM/eval/acc_task_1': 0.998581560283688, 'ADAM/eval/acc_task_2': 0.9720861900097943, 'ADAM/eval/acc_task_3': 0.9706510138740662, 'ADAM/eval/acc_task_4': 0.988418932527694, 'ADAM/eval/acc_task_5': 0, 'ADAM/eval/bwt': -0.005595120906071245, 'ADAM/global_epoch': 32, 'ADAM/train/loss': 0.31563702870059657, '_runtime': 60, '_step': 36, '_timestamp': 1779311905.45793, '_wandb': {'runtime': 60}, 'task': 5, 'task_completed': 4}","{'lr': 0.001, 'lam': 0.001, 'seed': 81, 'task': 'split_mnist_sh', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['adam'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 64, 'max_epochs': 15, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 407, 'fisher_samples': 1024, 'grads_per_task': 100, 'max_directions': 5000, 'fisher_clipping': False, 'hyper_hidden_dim': 8, 'task_embedding_dim': 32, 'chunk_embedding_dim': 32}"
1,"{'_runtime': 239, '_step': 79, '_timestamp': 1779312165.4084792, '_wandb': {'runtime': 239}, 'best/average_accuracy': 0.9196296164392566, 'best/bwt': -0.0627731388961359, 'best/results': {'acc': {'1': [0.9947990543735225, 0, 0, 0, 0], '2': [0.9877068557919622, 0.9480901077375122, 0, 0, 0], '3': [0.9867612293144208, 0.9431929480901078, 0.9749199573105656, 0, 0], '4': [0.9933806146572104, 0.93486777668952, 0.9252934898612594, 0.9904330312185295, 0], '5': [0.8174940898345153, 0.9480901077375122, 0.9343649946638208, 0.9572004028197382, 0.940998487140696]}, 'bwt': -0.0627731388961359}, 'eFOPNG  Overlapping Accuracies (Colored)': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/eFOPNG  Overlapping Accuracies (Colored)_74_39f2308867712095584e.png', 'sha256': '39f2308867712095584efdb71789c42370010b40ad7776ef8f86804ce53edd52', 'size': 63619, 'width': 1000}, 'eFOPNG FRECHET CORR MATRIX': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/eFOPNG FRECHET CORR MATRIX_73_1377027f7d254f670b58.png', 'sha256': '1377027f7d254f670b58b7b284b8d988eca344ecf3e39ead5f62d448ae5649eb', 'size': 32873, 'width': 800}, 'eFOPNG/eval/acc_task_1': 0.8174940898345153, 'eFOPNG/eval/acc_task_2': 0.9480901077375122, 'eFOPNG/eval/acc_task_3': 0.9343649946638208, 'eFOPNG/eval/acc_task_4': 0.9572004028197382, 'eFOPNG/eval/acc_task_5': 0.940998487140696, 'eFOPNG/eval/bwt': -0.0627731388961359, 'eFOPNG/fisher/max': 398.244873046875, 'eFOPNG/fisher/mean': 0.2945992648601532, 'eFOPNG/fisher/min': 3.5194360836434844e-15, 'eFOPNG/fisher_overlap/cosine': 0.19644327461719513, 'eFOPNG/fisher_overlap/pearson': 0.1947864890098572, 'eFOPNG/fisher_overlap/topk_iou': 0.4052237666106614, 'eFOPNG/global_epoch': 62, 'eFOPNG/memory/G_cols': 500, 'eFOPNG/train/correction_norm': 7.26896351157008, 'eFOPNG/train/loss': 0.2838459722899102, 'eFOPNG/train/raw_rho': 0.8165968337574521, 'eFOPNG/train/reg_penalty': 0.14296394936941764, 'eFOPNG/train/weighted_rho': 0.9924421281427952, 'efopng/eval/average_accuracy': 0.9196296164392566, 'efopng/results': {'acc': {'1': [0.9947990543735225, 0, 0, 0, 0], '2': [0.9877068557919622, 0.9480901077375122, 0, 0, 0], '3': [0.9867612293144208, 0.9431929480901078, 0.9749199573105656, 0, 0], '4': [0.9933806146572104, 0.93486777668952, 0.9252934898612594, 0.9904330312185295, 0], '5': [0.8174940898345153, 0.9480901077375122, 0.9343649946638208, 0.9572004028197382, 0.940998487140696]}, 'bwt': -0.0627731388961359}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'seed': 81, 'task': 'split_mnist_sh', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['efopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 64, 'max_epochs': 15, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 407, 'fisher_samples': 1024, 'grads_per_task': 100, 'max_directions': 5000, 'fisher_clipping': False, 'hyper_hidden_dim': 8, 'task_embedding_dim': 32, 'chunk_embedding_dim': 32}"
2,"{'FOPNG  Overlapping Accuracies (Colored)': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/FOPNG  Overlapping Accuracies (Colored)_74_8327e51013538be5b199.png', 'sha256': '8327e51013538be5b199d3fd1d52784890db94530366c0ada8af7f1303a3d3ec', 'size': 69996, 'width': 1000}, 'FOPNG FRECHET CORR MATRIX': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/FOPNG FRECHET CORR MATRIX_73_987c44972cecb8587909.png', 'sha256': '987c44972cecb8587909c7f8db1fefdb1a3842eb00ddca0ac6973b1815bdb0c1', 'size': 31943, 'width': 800}, 'FOPNG/eval/acc_task_1': 0.5139479905437352, 'FOPNG/eval/acc_task_2': 0.817335945151812, 'FOPNG/eval/acc_task_3': 0.7790821771611526, 'FOPNG/eval/acc_task_4': 0.6087613293051359, 'FOPNG/eval/acc_task_5': 0.7110438729198184, 'FOPNG/eval/bwt': -0.27184290782836307, 'FOPNG/fisher/max': 717.507568359375, 'FOPNG/fisher/mean': 0.40230831503868103, 'FOPNG/fisher/min': 2.8818886567503344e-14, 'FOPNG/fisher_overlap/cosine': 0.44873592257499695, 'FOPNG/fisher_overlap/pearson': 0.4473370909690857, 'FOPNG/fisher_overlap/topk_iou': 0.3890985958025064, 'FOPNG/global_epoch': 62, 'FOPNG/memory/G_cols': 500, 'FOPNG/train/correction_norm': 11.991059350000846, 'FOPNG/train/loss': 0.7570525758975261, 'FOPNG/train/raw_rho': 0.921916430060928, 'FOPNG/train/reg_penalty': 0.22978020817846864, 'FOPNG/train/weighted_rho': 5.459181486888131e-06, '_runtime': 162, '_step': 79, '_timestamp': 1779312461.543413, '_wandb': {'runtime': 162}, 'best/average_accuracy': 0.6860342630163309, 'best/bwt': -0.27184290782836307, 'best/results': {'acc': {'1': [0.9947990543735225, 0, 0, 0, 0], '2': [0.9687943262411348, 0.9128305582762, 0, 0, 0], '3': [0.9962174940898344, 0.9133202742409402, 0.9210245464247598, 0, 0], '4': [0.997163120567376, 0.905484818805093, 0.8660618996798293, 0.9778449144008056, 0], '5': [0.5139479905437352, 0.817335945151812, 0.7790821771611526, 0.6087613293051359, 0.7110438729198184]}, 'bwt': -0.27184290782836307}, 'fopng/eval/average_accuracy': 0.6860342630163309, 'fopng/results': {'acc': {'1': [0.9947990543735225, 0, 0, 0, 0], '2': [0.9687943262411348, 0.9128305582762, 0, 0, 0], '3': [0.9962174940898344, 0.9133202742409402, 0.9210245464247598, 0, 0], '4': [0.997163120567376, 0.905484818805093, 0.8660618996798293, 0.9778449144008056, 0], '5': [0.5139479905437352, 0.817335945151812, 0.7790821771611526, 0.6087613293051359, 0.7110438729198184]}, 'bwt': -0.27184290782836307}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'seed': 81, 'task': 'split_mnist_sh', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['fopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 64, 'max_epochs': 15, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 407, 'fisher_samples': 1024, 'grads_per_task': 100, 'max_directions': 5000, 'fisher_clipping': False, 'hyper_hidden_dim': 8, 'task_embedding_dim': 32, 'chunk_embedding_dim': 32}"
3,"{'ADAM Overlapping Accuracies': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/ADAM Overlapping Accuracies_50_b70ae867ff68251c1628.png', 'sha256': 'b70ae867ff68251c1628f14bc9e127760aed8926e860dbdcf1efa04bdb86542f', 'size': 57682, 'width': 1000}, 'ADAM/eval/acc_task_1': 0.998581560283688, 'ADAM/eval/acc_task_2': 0.9735553379040156, 'ADAM/eval/acc_task_3': 0.9813233724653148, 'ADAM/eval/acc_task_4': 0.9748237663645518, 'ADAM/eval/acc_task_5': 0.9646999495713564, 'ADAM/eval/bwt': -0.004559755598971427, 'ADAM/global_epoch': 44, 'ADAM/train/loss': 0.21898964699861165, '_runtime': 60, '_step': 55, '_timestamp': 1779312539.490894, '_wandb': {'runtime': 60}, 'adam/eval/average_accuracy': 0.9785967973177851, 'adam/results': {'acc': {'1': [0.9981087470449173, 0, 0, 0, 0], '2': [0.998581560283688, 0.976003917727718, 0, 0, 0], '3': [0.998581560283688, 0.9745347698334964, 0.983991462113127, 0, 0], '4': [0.998581560283688, 0.9720861900097943, 0.9706510138740662, 0.988418932527694, 0], '5': [0.998581560283688, 0.9735553379040156, 0.9813233724653148, 0.9748237663645518, 0.9646999495713564]}, 'bwt': -0.004559755598971427}, 'best/average_accuracy': 0.9785967973177851, 'best/bwt': -0.004559755598971427, 'best/results': {'acc': {'1': [0.9981087470449173, 0, 0, 0, 0], '2': [0.998581560283688, 0.976003917727718, 0, 0, 0], '3': [0.998581560283688, 0.9745347698334964, 0.983991462113127, 0, 0], '4': [0.998581560283688, 0.9720861900097943, 0.9706510138740662, 0.988418932527694, 0], '5': [0.998581560283688, 0.9735553379040156, 0.9813233724653148, 0.9748237663645518, 0.9646999495713564]}, 'bwt': -0.004559755598971427}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'seed': 81, 'task': 'split_mnist_sh', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['adam'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 64, 'max_epochs': 15, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 407, 'fisher_samples': 1024, 'grads_per_task': 100, 'max_directions': 5000, 'fisher_clipping': False, 'hyper_hidden_dim': 8, 'task_embedding_dim': 32, 'chunk_embedding_dim': 32}"
4,"{'FOPNG  Overlapping Accuracies (Colored)': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/FOPNG  Overlapping Accuracies (Colored)_74_8327e51013538be5b199.png', 'sha256': '8327e51013538be5b199d3fd1d52784890db94530366c0ada8af7f1303a3d3ec', 'size': 69996, 'width': 1000}, 'FOPNG FRECHET CORR MATRIX': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/FOPNG FRECHET CORR MATRIX_73_987c44972cecb8587909.png', 'sha256': '987c44972cecb8587909c7f8db1fefdb1a3842eb00ddca0ac6973b1815bdb0c1', 'size': 31943, 'width': 800}, 'FOPNG/eval/acc_task_1': 0.5139479905437352, 'FOPNG/eval/acc_task_2': 0.817335945151812, 'FOPNG/eval/acc_task_3': 0.7790821771611526, 'FOPNG/eval/acc_task_4': 0.6087613293051359, 'FOPNG/eval/acc_task_5': 0.7110438729198184, 'FOPNG/eval/bwt': -0.27184290782836307, 'FOPNG/fisher/max': 717.507568359375, 'FOPNG/fisher/mean': 0.40230831503868103, 'FOPNG/fisher/min': 2.8818886567503344e-14, 'FOPNG/fisher_overlap/cosine': 0.44873592257499695, 'FOPNG/fisher_overlap/pearson': 0.4473370909690857, 'FOPNG/fisher_overlap/topk_iou': 0.3890985958025064, 'FOPNG/global_epoch': 62, 'FOPNG/memory/G_cols': 500, 'FOPNG/train/correction_norm': 11.991059350000846, 'FOPNG/train/loss': 0.7570525758975261, 'FOPNG/train/raw_rho': 0.921916430060928, 'FOPNG/train/reg_penalty': 0.22978020817846864, 'FOPNG/train/weighted_rho': 5.473466101009123e-06, '_runtime': 170, '_step': 79, '_timestamp': 1779312861.6998813, '_wandb': {'runtime': 170}, 'best/average_accuracy': 0.6860342630163309, 'best/bwt': -0.27184290782836307, 'best/results': {'acc': {'1': [0.9947990543735225, 0, 0, 0, 0], '2': [0.9687943262411348, 0.9128305582762, 0, 0, 0], '3': [0.9962174940898344, 0.9133202742409402, 0.9210245464247598, 0, 0], '4': [0.997163120567376, 0.905484818805093, 0.8660618996798293, 0.9778449144008056, 0], '5': [0.5139479905437352, 0.817335945151812, 0.7790821771611526, 0.6087613293051359, 0.7110438729198184]}, 'bwt': -0.27184290782836307}, 'fopng/eval/average_accuracy': 0.6860342630163309, 'fopng/results': {'acc': {'1': [0.9947990543735225, 0, 0, 0, 0], '2': [0.9687943262411348, 0.9128305582762, 0, 0, 0], '3': [0.9962174940898344, 0.9133202742409402, 0.9210245464247598, 0, 0], '4': [0.997163120567376, 0.905484818805093, 0.8660618996798293, 0.9778449144008056, 0], '5': [0.5139479905437352, 0.817335945151812, 0.7790821771611526, 0.6087613293051359, 0.7110438729198184]}, 'bwt': -0.27184290782836307}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'seed': 81, 'task': 'split_mnist_sh', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['fopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 64, 'max_epochs': 15, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 407, 'fisher_samples': 1024, 'grads_per_task': 100, 'max_directions': 5000, 'fisher_clipping': False, 'hyper_hidden_dim': 8, 'task_embedding_dim': 32, 'chunk_embedding_dim': 32}"
5,"{'_runtime': 184, '_step': 79, '_timestamp': 1779313062.100997, '_wandb': {'runtime': 184}, 'best/average_accuracy': 0.9196296164392566, 'best/bwt': -0.0627731388961359, 'best/results': {'acc': {'1': [0.9947990543735225, 0, 0, 0, 0], '2': [0.9877068557919622, 0.9480901077375122, 0, 0, 0], '3': [0.9867612293144208, 0.9431929480901078, 0.9749199573105656, 0, 0], '4': [0.9933806146572104, 0.93486777668952, 0.9252934898612594, 0.9904330312185295, 0], '5': [0.8174940898345153, 0.9480901077375122, 0.9343649946638208, 0.9572004028197382, 0.940998487140696]}, 'bwt': -0.0627731388961359}, 'eFOPNG  Overlapping Accuracies (Colored)': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/eFOPNG  Overlapping Accuracies (Colored)_74_39f2308867712095584e.png', 'sha256': '39f2308867712095584efdb71789c42370010b40ad7776ef8f86804ce53edd52', 'size': 63619, 'width': 1000}, 'eFOPNG FRECHET CORR MATRIX': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/eFOPNG FRECHET CORR MATRIX_73_1377027f7d254f670b58.png', 'sha256': '1377027f7d254f670b58b7b284b8d988eca344ecf3e39ead5f62d448ae5649eb', 'size': 32873, 'width': 800}, 'eFOPNG/eval/acc_task_1': 0.8174940898345153, 'eFOPNG/eval/acc_task_2': 0.9480901077375122, 'eFOPNG/eval/acc_task_3': 0.9343649946638208, 'eFOPNG/eval/acc_task_4': 0.9572004028197382, 'eFOPNG/eval/acc_task_5': 0.940998487140696, 'eFOPNG/eval/bwt': -0.0627731388961359, 'eFOPNG/fisher/max': 398.244873046875, 'eFOPNG/fisher/mean': 0.2945992648601532, 'eFOPNG/fisher/min': 3.5194360836434844e-15, 'eFOPNG/fisher_overlap/cosine': 0.19644327461719513, 'eFOPNG/fisher_overlap/pearson': 0.1947864890098572, 'eFOPNG/fisher_overlap/topk_iou': 0.4052237666106614, 'eFOPNG/global_epoch': 62, 'eFOPNG/memory/G_cols': 500, 'eFOPNG/train/correction_norm': 7.26896351157008, 'eFOPNG/train/loss': 0.2838459722899102, 'eFOPNG/train/raw_rho': 0.8165968337574521, 'eFOPNG/train/reg_penalty': 0.14296394936941764, 'eFOPNG/train/weighted_rho': 0.9878669010626304, 'efopng/eval/average_accuracy': 0.9196296164392566, 'efopng/results': {'acc': {'1': [0.9947990543735225, 0, 0, 0, 0], '2': [0.9877068557919622, 0.9480901077375122, 0, 0, 0], '3': [0.9867612293144208, 0.9431929480901078, 0.9749199573105656, 0, 0], '4': [0.9933806146572104, 0.93486777668952, 0.9252934898612594, 0.9904330312185295, 0], '5': [0.8174940898345153, 0.9480901077375122, 0.9343649946638208, 0.9572004028197382, 0.940998487140696]}, 'bwt': -0.0627731388961359}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'seed': 81, 'task': 'split_mnist_sh', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['efopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 64, 'max_epochs': 15, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 407, 'fisher_samples': 1024, 'grads_per_task': 100, 'max_directions': 5000, 'fisher_clipping': False, 'hyper_hidden_dim': 8, 'task_embedding_dim': 32, 'chunk_embedding_dim': 32}"
6,"{'_runtime': 194, '_step': 79, '_timestamp': 1779313522.764747, '_wandb': {'runtime': 194}, 'best/average_accuracy': 0.9196296164392566, 'best/bwt': -0.0627731388961359, 'best/results': {'acc': {'1': [0.9947990543735225, 0, 0, 0, 0], '2': [0.9877068557919622, 0.9480901077375122, 0, 0, 0], '3': [0.9867612293144208, 0.9431929480901078, 0.9749199573105656, 0, 0], '4': [0.9933806146572104, 0.93486777668952, 0.9252934898612594, 0.9904330312185295, 0], '5': [0.8174940898345153, 0.9480901077375122, 0.9343649946638208, 0.9572004028197382, 0.940998487140696]}, 'bwt': -0.0627731388961359}, 'eFOPNG  Overlapping Accuracies (Colored)': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/eFOPNG  Overlapping Accuracies (Colored)_74_39f2308867712095584e.png', 'sha256': '39f2308867712095584efdb71789c42370010b40ad7776ef8f86804ce53edd52', 'size': 63619, 'width': 1000}, 'eFOPNG FRECHET CORR MATRIX': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/eFOPNG FRECHET CORR MATRIX_73_1377027f7d254f670b58.png', 'sha256': '1377027f7d254f670b58b7b284b8d988eca344ecf3e39ead5f62d448ae5649eb', 'size': 32873, 'width': 800}, 'eFOPNG/eval/acc_task_1': 0.8174940898345153, 'eFOPNG/eval/acc_task_2': 0.9480901077375122, 'eFOPNG/eval/acc_task_3': 0.9343649946638208, 'eFOPNG/eval/acc_task_4': 0.9572004028197382, 'eFOPNG/eval/acc_task_5': 0.940998487140696, 'eFOPNG/eval/bwt': -0.0627731388961359, 'eFOPNG/fisher/max': 398.244873046875, 'eFOPNG/fisher/mean': 0.2945992648601532, 'eFOPNG/fisher/min': 3.5194360836434844e-15, 'eFOPNG/fisher_overlap/cosine': 0.19644327461719513, 'eFOPNG/fisher_overlap/pearson': 0.1947864890098572, 'eFOPNG/fisher_overlap/topk_iou': 0.4052237666106614, 'eFOPNG/global_epoch': 62, 'eFOPNG/memory/G_cols': 500, 'eFOPNG/train/correction_norm': 7.26896351157008, 'eFOPNG/train/loss': 0.2838459722899102, 'eFOPNG/train/raw_rho': 0.8165968337574521, 'eFOPNG/train/reg_penalty': 0.14296394936941764, 'eFOPNG/train/weighted_rho': 0.6997849003688709, 'efopng/eval/average_accuracy': 0.9196296164392566, 'efopng/results': {'acc': {'1': [0.9947990543735225, 0, 0, 0, 0], '2': [0.9877068557919622, 0.9480901077375122, 0, 0, 0], '3': [0.9867612293144208, 0.9431929480901078, 0.9749199573105656, 0, 0], '4': [0.9933806146572104, 0.93486777668952, 0.9252934898612594, 0.9904330312185295, 0], '5': [0.8174940898345153, 0.9480901077375122, 0.9343649946638208, 0.9572004028197382, 0.940998487140696]}, 'bwt': -0.0627731388961359}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'seed': 81, 'task': 'split_mnist_sh', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['efopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 64, 'max_epochs': 15, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 407, 'fisher_samples': 1024, 'grads_per_task': 100, 'max_directions': 5000, 'fisher_clipping': False, 'hyper_hidden_dim': 8, 'task_embedding_dim': 32, 'chunk_embedding_dim': 32}"
7,"{'FOPNG/global_epoch': 2, 'FOPNG/train/loss': 0.04075273331207684, '_runtime': 5, '_step': 2, '_timestamp': 1779313641.5196154, '_wandb': {'runtime': 5}, 'task': 1}","{'lr': 0.001, 'lam': 0.001, 'seed': 81, 'task': 'split_mnist_sh', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['fopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 64, 'max_epochs': 15, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 407, 'fisher_samples': 1024, 'grads_per_task': 100, 'max_directions': 5000, 'fisher_clipping': False, 'hyper_hidden_dim': 8, 'task_embedding_dim': 32, 'chunk_embedding_dim': 32}"
8,"{'FOPNG/eval/acc_task_1': 0.9947990543735225, 'FOPNG/eval/acc_task_2': 0, 'FOPNG/eval/acc_task_3': 0, 'FOPNG/eval/acc_task_4': 0, 'FOPNG/eval/acc_task_5': 0, 'FOPNG/fisher/max': 23.04087257385254, 'FOPNG/fisher/mean': 0.009425878524780272, 'FOPNG/fisher/min': 0, 'FOPNG/fisher_overlap/cosine': 1, 'FOPNG/fisher_overlap/pearson': 1, 'FOPNG/fisher_overlap/topk_iou': 1, 'FOPNG/global_epoch': 11, 'FOPNG/memory/G_cols': 100, 'FOPNG/train/correction_norm': 0.8768370857945195, 'FOPNG/train/loss': 0.4932666876644054, 'FOPNG/train/raw_rho': 0.98801348480598, 'FOPNG/train/reg_penalty': 0.1699961449891802, 'FOPNG/train/weighted_rho': 2.6737699952131603e-06, '_runtime': 29.67238829, '_step': 13, '_timestamp': 1779313704.9384758, '_wandb': {'runtime': 29}, 'task': 2, 'task_completed': 1}","{'lr': 0.001, 'lam': 0.001, 'seed': 81, 'task': 'split_mnist_sh', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['fopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 64, 'max_epochs': 15, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 407, 'fisher_samples': 1024, 'grads_per_task': 100, 'max_directions': 5000, 'fisher_clipping': False, 'hyper_hidden_dim': 8, 'task_embedding_dim': 32, 'chunk_embedding_dim': 32}"
9,"{'FOPNG  Overlapping Accuracies (Colored)': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/FOPNG  Overlapping Accuracies (Colored)_74_f7f40ff674e59aaa4147.png', 'sha256': 'f7f40ff674e59aaa41478aeeebcef0e8067123df99ee478306e08977a35719a1', 'size': 68167, 'width': 1000}, 'FOPNG FRECHET CORR MATRIX': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/FOPNG FRECHET CORR MATRIX_73_1228d4150d3c321718e3.png', 'sha256': '1228d4150d3c321718e3ba099a3a5d01661f821452515e116cc66512245e3d37', 'size': 32701, 'width': 800}, 'FOPNG/eval/acc_task_1': 0.9938534278959812, 'FOPNG/eval/acc_task_2': 0.8863858961802155, 'FOPNG/eval/acc_task_3': 0.8409818569903948, 'FOPNG/eval/acc_task_4': 0.4521651560926485, 'FOPNG/eval/acc_task_5': 0.7912254160363086, 'FOPNG/eval/bwt': -0.1557839487014203, 'FOPNG/fisher/max': 536.960205078125, 'FOPNG/fisher/mean': 0.28813591599464417, 'FOPNG/fisher/min': 4.324965136460329e-14, 'FOPNG/fisher_overlap/cosine': 0.5874935388565063, 'FOPNG/fisher_overlap/pearson': 0.5863626003265381, 'FOPNG/fisher_overlap/topk_iou': 0.3795171689908532, 'FOPNG/global_epoch': 62, 'FOPNG/memory/G_cols': 500, 'FOPNG/train/correction_norm': 7.048042804163855, 'FOPNG/train/loss': 0.6425983122877172, 'FOPNG/train/raw_rho': 0.912220695534268, 'FOPNG/train/reg_penalty': 0.2608818650245667, 'FOPNG/train/weighted_rho': 0.5755891609836269, '_runtime': 192, '_step': 79, '_timestamp': 1779313950.7022536, '_wandb': {'runtime': 192}, 'best/average_accuracy': 0.7929223506391097, 'best/bwt': -0.1557839487014203, 'best/results': {'acc': {'1': [0.9947990543735225, 0, 0, 0, 0], '2': [0.9730496453900708, 0.9113614103819784, 0, 0, 0], '3': [0.9962174940898344, 0.9113614103819784, 0.9130202774813234, 0, 0], '4': [0.9943262411347518, 0.9084231145935358, 0.7497331910352187, 0.9773413897280968, 0], '5': [0.9938534278959812, 0.8863858961802155, 0.8409818569903948, 0.4521651560926485, 0.7912254160363086]}, 'bwt': -0.1557839487014203}, 'fopng/eval/average_accuracy': 0.7929223506391097, 'fopng/results': {'acc': {'1': [0.9947990543735225, 0, 0, 0, 0], '2': [0.9730496453900708, 0.9113614103819784, 0, 0, 0], '3': [0.9962174940898344, 0.9113614103819784, 0.9130202774813234, 0, 0], '4': [0.9943262411347518, 0.9084231145935358, 0.7497331910352187, 0.9773413897280968, 0], '5': [0.9938534278959812, 0.8863858961802155, 0.8409818569903948, 0.4521651560926485, 0.7912254160363086]}, 'bwt': -0.1557839487014203}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'seed': 81, 'task': 'split_mnist_sh', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['fopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 64, 'max_epochs': 15, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 407, 'fisher_samples': 1024, 'grads_per_task': 100, 'max_directions': 5000, 'fisher_clipping': False, 'hyper_hidden_dim': 8, 'task_embedding_dim': 32, 'chunk_embedding_dim': 32}"
