,summary,config
0,"{'ADAM Overlapping Accuracies': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/ADAM Overlapping Accuracies_55_b48788f868d3e52e21f0.png', 'sha256': 'b48788f868d3e52e21f0be48deb51b7ee11d3cb6ff825870e054a0e2bff0fdc7', 'size': 32721, 'width': 1000}, 'ADAM/eval/acc_task_1': 0.5, 'ADAM/eval/acc_task_2': 0.5, 'ADAM/eval/acc_task_3': 0.5, 'ADAM/eval/acc_task_4': 0.5, 'ADAM/eval/acc_task_5': 0.5, 'ADAM/eval/bwt': 0, 'ADAM/global_epoch': 49, 'ADAM/train/loss': 0.6948682889816867, '_runtime': 85, '_step': 60, '_timestamp': 1779452405.4354794, '_wandb': {'runtime': 85}, 'adam/eval/average_accuracy': 0.5, 'adam/results': {'acc': {'1': [0.5, 0.5, 0.5, 0.5, 0.5], '2': [0.5, 0.5, 0.5, 0.5, 0.5], '3': [0.5, 0.5, 0.5, 0.5, 0.5], '4': [0.5, 0.5, 0.5, 0.5, 0.5], '5': [0.5, 0.5, 0.5, 0.5, 0.5]}, 'bwt': 0}, 'best/average_accuracy': 0.5, 'best/bwt': 0, 'best/results': {'acc': {'1': [0.5, 0.5, 0.5, 0.5, 0.5], '2': [0.5, 0.5, 0.5, 0.5, 0.5], '3': [0.5, 0.5, 0.5, 0.5, 0.5], '4': [0.5, 0.5, 0.5, 0.5, 0.5], '5': [0.5, 0.5, 0.5, 0.5, 0.5]}, 'bwt': 0}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'beta': 0.05, 'seed': 42, 'task': 'split_cifar10', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['adam'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 500, 'max_epochs': 10, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 702, 'first_task_lr': 0.001, 'optimizer_cls': None, 'first_task_opt': 'adamw', 'fisher_samples': 1024, 'grads_per_task': 40, 'max_directions': 80, 'fisher_clipping': False, 'hyper_hidden_dim': 32, 'task_embedding_dim': 16, 'chunk_embedding_dim': 16}"
1,"{'ADAM Overlapping Accuracies': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/ADAM Overlapping Accuracies_55_b48788f868d3e52e21f0.png', 'sha256': 'b48788f868d3e52e21f0be48deb51b7ee11d3cb6ff825870e054a0e2bff0fdc7', 'size': 32721, 'width': 1000}, 'ADAM/eval/acc_task_1': 0.5, 'ADAM/eval/acc_task_2': 0.5, 'ADAM/eval/acc_task_3': 0.5, 'ADAM/eval/acc_task_4': 0.5, 'ADAM/eval/acc_task_5': 0.5, 'ADAM/eval/bwt': 0, 'ADAM/global_epoch': 49, 'ADAM/train/loss': 0.6945662369393999, '_runtime': 69, '_step': 60, '_timestamp': 1779452489.0833502, '_wandb': {'runtime': 69}, 'adam/eval/average_accuracy': 0.5, 'adam/results': {'acc': {'1': [0.5, 0.5, 0.5, 0.5, 0.5], '2': [0.5, 0.5, 0.5, 0.5, 0.5], '3': [0.5, 0.5, 0.5, 0.5, 0.5], '4': [0.5, 0.5, 0.5, 0.5, 0.5], '5': [0.5, 0.5, 0.5, 0.5, 0.5]}, 'bwt': 0}, 'best/average_accuracy': 0.5, 'best/bwt': 0, 'best/results': {'acc': {'1': [0.5, 0.5, 0.5, 0.5, 0.5], '2': [0.5, 0.5, 0.5, 0.5, 0.5], '3': [0.5, 0.5, 0.5, 0.5, 0.5], '4': [0.5, 0.5, 0.5, 0.5, 0.5], '5': [0.5, 0.5, 0.5, 0.5, 0.5]}, 'bwt': 0}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'beta': 0.1, 'seed': 42, 'task': 'split_cifar10', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['adam'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 500, 'max_epochs': 10, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 702, 'first_task_lr': 0.001, 'optimizer_cls': None, 'first_task_opt': 'adamw', 'fisher_samples': 1024, 'grads_per_task': 40, 'max_directions': 80, 'fisher_clipping': False, 'hyper_hidden_dim': 32, 'task_embedding_dim': 16, 'chunk_embedding_dim': 16}"
2,"{'ADAM Overlapping Accuracies': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/ADAM Overlapping Accuracies_55_b48788f868d3e52e21f0.png', 'sha256': 'b48788f868d3e52e21f0be48deb51b7ee11d3cb6ff825870e054a0e2bff0fdc7', 'size': 32721, 'width': 1000}, 'ADAM/eval/acc_task_1': 0.5, 'ADAM/eval/acc_task_2': 0.5, 'ADAM/eval/acc_task_3': 0.5, 'ADAM/eval/acc_task_4': 0.5, 'ADAM/eval/acc_task_5': 0.5, 'ADAM/eval/bwt': 0, 'ADAM/global_epoch': 49, 'ADAM/train/loss': 0.6955492014338256, '_runtime': 68, '_step': 60, '_timestamp': 1779452566.1937728, '_wandb': {'runtime': 68}, 'adam/eval/average_accuracy': 0.5, 'adam/results': {'acc': {'1': [0.5, 0.5, 0.5, 0.5, 0.5], '2': [0.5, 0.5, 0.5, 0.5, 0.5], '3': [0.5, 0.5, 0.5, 0.5, 0.5], '4': [0.5, 0.5, 0.5, 0.5, 0.5], '5': [0.5, 0.5, 0.5, 0.5, 0.5]}, 'bwt': 0}, 'best/average_accuracy': 0.5, 'best/bwt': 0, 'best/results': {'acc': {'1': [0.5, 0.5, 0.5, 0.5, 0.5], '2': [0.5, 0.5, 0.5, 0.5, 0.5], '3': [0.5, 0.5, 0.5, 0.5, 0.5], '4': [0.5, 0.5, 0.5, 0.5, 0.5], '5': [0.5, 0.5, 0.5, 0.5, 0.5]}, 'bwt': 0}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'beta': 0.5, 'seed': 42, 'task': 'split_cifar10', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['adam'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 500, 'max_epochs': 10, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 702, 'first_task_lr': 0.001, 'optimizer_cls': None, 'first_task_opt': 'adamw', 'fisher_samples': 1024, 'grads_per_task': 40, 'max_directions': 80, 'fisher_clipping': False, 'hyper_hidden_dim': 32, 'task_embedding_dim': 16, 'chunk_embedding_dim': 16}"
3,"{'ADAM Overlapping Accuracies': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/ADAM Overlapping Accuracies_55_c1ebfc3121138cf54494.png', 'sha256': 'c1ebfc3121138cf544942a02d415b618d1f72bac3c0b493de70a44b63a25bfa2', 'size': 60916, 'width': 1000}, 'ADAM/eval/acc_task_1': 0.935, 'ADAM/eval/acc_task_2': 0.8005, 'ADAM/eval/acc_task_3': 0.827, 'ADAM/eval/acc_task_4': 0.824, 'ADAM/eval/acc_task_5': 0.8235, 'ADAM/eval/bwt': -0.009750000000000036, 'ADAM/global_epoch': 49, 'ADAM/train/loss': 0.4897186788404064, '_runtime': 69, '_step': 60, '_timestamp': 1779452645.4224582, '_wandb': {'runtime': 69}, 'adam/eval/average_accuracy': 0.842, 'adam/results': {'acc': {'1': [0.934, 0.5395, 0.5335, 0.5, 0.5], '2': [0.937, 0.796, 0.549, 0.5, 0.507], '3': [0.9365, 0.799, 0.824, 0.4205, 0.5285], '4': [0.937, 0.8, 0.81, 0.8715, 0.5], '5': [0.935, 0.8005, 0.827, 0.824, 0.8235]}, 'bwt': -0.009750000000000036}, 'best/average_accuracy': 0.842, 'best/bwt': -0.009750000000000036, 'best/results': {'acc': {'1': [0.934, 0.5395, 0.5335, 0.5, 0.5], '2': [0.937, 0.796, 0.549, 0.5, 0.507], '3': [0.9365, 0.799, 0.824, 0.4205, 0.5285], '4': [0.937, 0.8, 0.81, 0.8715, 0.5], '5': [0.935, 0.8005, 0.827, 0.824, 0.8235]}, 'bwt': -0.009750000000000036}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'beta': 0.05, 'seed': 42, 'task': 'split_cifar10', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['adam'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 2000, 'max_epochs': 10, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 702, 'first_task_lr': 0.001, 'optimizer_cls': None, 'first_task_opt': 'adamw', 'fisher_samples': 1024, 'grads_per_task': 40, 'max_directions': 80, 'fisher_clipping': False, 'hyper_hidden_dim': 32, 'task_embedding_dim': 16, 'chunk_embedding_dim': 16}"
4,"{'ADAM Overlapping Accuracies': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/ADAM Overlapping Accuracies_55_511bf61213f83f4ddeb6.png', 'sha256': '511bf61213f83f4ddeb6b0a4f7405b32ebe9d95a3f82cfec4bc78b1491c0cea3', 'size': 58634, 'width': 1000}, 'ADAM/eval/acc_task_1': 0.922, 'ADAM/eval/acc_task_2': 0.7905, 'ADAM/eval/acc_task_3': 0.763, 'ADAM/eval/acc_task_4': 0.8875, 'ADAM/eval/acc_task_5': 0.871, 'ADAM/eval/bwt': -0.001874999999999988, 'ADAM/global_epoch': 49, 'ADAM/train/loss': 0.543177879729848, '_runtime': 68, '_step': 60, '_timestamp': 1779452722.8717082, '_wandb': {'runtime': 68}, 'adam/eval/average_accuracy': 0.8468, 'adam/results': {'acc': {'1': [0.925, 0.5065, 0.5315, 0.5, 0.544], '2': [0.922, 0.7885, 0.549, 0.5, 0.5075], '3': [0.9245, 0.7875, 0.7625, 0.5, 0.5005], '4': [0.919, 0.792, 0.772, 0.8945, 0.506], '5': [0.922, 0.7905, 0.763, 0.8875, 0.871]}, 'bwt': -0.001874999999999988}, 'best/average_accuracy': 0.8468, 'best/bwt': -0.001874999999999988, 'best/results': {'acc': {'1': [0.925, 0.5065, 0.5315, 0.5, 0.544], '2': [0.922, 0.7885, 0.549, 0.5, 0.5075], '3': [0.9245, 0.7875, 0.7625, 0.5, 0.5005], '4': [0.919, 0.792, 0.772, 0.8945, 0.506], '5': [0.922, 0.7905, 0.763, 0.8875, 0.871]}, 'bwt': -0.001874999999999988}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'beta': 0.1, 'seed': 42, 'task': 'split_cifar10', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['adam'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 2000, 'max_epochs': 10, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 702, 'first_task_lr': 0.001, 'optimizer_cls': None, 'first_task_opt': 'adamw', 'fisher_samples': 1024, 'grads_per_task': 40, 'max_directions': 80, 'fisher_clipping': False, 'hyper_hidden_dim': 32, 'task_embedding_dim': 16, 'chunk_embedding_dim': 16}"
5,"{'ADAM Overlapping Accuracies': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/ADAM Overlapping Accuracies_55_f9ffc6e400244703c41a.png', 'sha256': 'f9ffc6e400244703c41a683729cc881f8e1982d9a6a51046b4bbec5883183643', 'size': 54147, 'width': 1000}, 'ADAM/eval/acc_task_1': 0.935, 'ADAM/eval/acc_task_2': 0.7455, 'ADAM/eval/acc_task_3': 0.6875, 'ADAM/eval/acc_task_4': 0.726, 'ADAM/eval/acc_task_5': 0.8275, 'ADAM/eval/bwt': 0.0020000000000000295, 'ADAM/global_epoch': 49, 'ADAM/train/loss': 0.48514065279322827, '_runtime': 68, '_step': 60, '_timestamp': 1779452800.6539683, '_wandb': {'runtime': 68}, 'adam/eval/average_accuracy': 0.7843000000000001, 'adam/results': {'acc': {'1': [0.9355, 0.503, 0.5065, 0.5, 0.505], '2': [0.936, 0.747, 0.5085, 0.5, 0.501], '3': [0.9375, 0.7385, 0.6905, 0.5, 0.5155], '4': [0.939, 0.7325, 0.7, 0.713, 0.504], '5': [0.935, 0.7455, 0.6875, 0.726, 0.8275]}, 'bwt': 0.0020000000000000295}, 'best/average_accuracy': 0.7843000000000001, 'best/bwt': 0.0020000000000000295, 'best/results': {'acc': {'1': [0.9355, 0.503, 0.5065, 0.5, 0.505], '2': [0.936, 0.747, 0.5085, 0.5, 0.501], '3': [0.9375, 0.7385, 0.6905, 0.5, 0.5155], '4': [0.939, 0.7325, 0.7, 0.713, 0.504], '5': [0.935, 0.7455, 0.6875, 0.726, 0.8275]}, 'bwt': 0.0020000000000000295}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'beta': 0.5, 'seed': 42, 'task': 'split_cifar10', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['adam'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 2000, 'max_epochs': 10, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 702, 'first_task_lr': 0.001, 'optimizer_cls': None, 'first_task_opt': 'adamw', 'fisher_samples': 1024, 'grads_per_task': 40, 'max_directions': 80, 'fisher_clipping': False, 'hyper_hidden_dim': 32, 'task_embedding_dim': 16, 'chunk_embedding_dim': 16}"
6,"{'ADAM Overlapping Accuracies': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/ADAM Overlapping Accuracies_55_c659b051d015c17f98bb.png', 'sha256': 'c659b051d015c17f98bbed609eaa460c6a47b3ef0913588a9cd9a04c0200303e', 'size': 60437, 'width': 1000}, 'ADAM/eval/acc_task_1': 0.9575, 'ADAM/eval/acc_task_2': 0.795, 'ADAM/eval/acc_task_3': 0.859, 'ADAM/eval/acc_task_4': 0.7865, 'ADAM/eval/acc_task_5': 0.9085, 'ADAM/eval/bwt': -0.009624999999999996, 'ADAM/global_epoch': 49, 'ADAM/train/loss': 0.5043845935991615, '_runtime': 69, '_step': 60, '_timestamp': 1779452879.3128984, '_wandb': {'runtime': 69}, 'adam/eval/average_accuracy': 0.8613, 'adam/results': {'acc': {'1': [0.9555, 0.5, 0.5055, 0.519, 0.578], '2': [0.956, 0.8055, 0.523, 0.523, 0.7285], '3': [0.9545, 0.803, 0.86, 0.5035, 0.73], '4': [0.956, 0.8025, 0.854, 0.8155, 0.653], '5': [0.9575, 0.795, 0.859, 0.7865, 0.9085]}, 'bwt': -0.009624999999999996}, 'best/average_accuracy': 0.8613, 'best/bwt': -0.009624999999999996, 'best/results': {'acc': {'1': [0.9555, 0.5, 0.5055, 0.519, 0.578], '2': [0.956, 0.8055, 0.523, 0.523, 0.7285], '3': [0.9545, 0.803, 0.86, 0.5035, 0.73], '4': [0.956, 0.8025, 0.854, 0.8155, 0.653], '5': [0.9575, 0.795, 0.859, 0.7865, 0.9085]}, 'bwt': -0.009624999999999996}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'beta': 0.05, 'seed': 42, 'task': 'split_cifar10', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['adam'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 5000, 'max_epochs': 10, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 702, 'first_task_lr': 0.001, 'optimizer_cls': None, 'first_task_opt': 'adamw', 'fisher_samples': 1024, 'grads_per_task': 40, 'max_directions': 80, 'fisher_clipping': False, 'hyper_hidden_dim': 32, 'task_embedding_dim': 16, 'chunk_embedding_dim': 16}"
7,"{'ADAM Overlapping Accuracies': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/ADAM Overlapping Accuracies_55_3b58dd682d1e07a11610.png', 'sha256': '3b58dd682d1e07a1161048b4c80ad13126dae73d99d2826437fa71829610d0f9', 'size': 59053, 'width': 1000}, 'ADAM/eval/acc_task_1': 0.954, 'ADAM/eval/acc_task_2': 0.811, 'ADAM/eval/acc_task_3': 0.7675, 'ADAM/eval/acc_task_4': 0.906, 'ADAM/eval/acc_task_5': 0.895, 'ADAM/eval/bwt': 0.0012500000000000011, 'ADAM/global_epoch': 49, 'ADAM/train/loss': 0.5413828066959503, '_runtime': 67, '_step': 60, '_timestamp': 1779452956.0438678, '_wandb': {'runtime': 67}, 'adam/eval/average_accuracy': 0.8667000000000001, 'adam/results': {'acc': {'1': [0.9515, 0.5125, 0.5575, 0.4895, 0.762], '2': [0.9445, 0.811, 0.6265, 0.4735, 0.754], '3': [0.9515, 0.819, 0.7685, 0.483, 0.757], '4': [0.951, 0.8135, 0.7775, 0.9025, 0.6515], '5': [0.954, 0.811, 0.7675, 0.906, 0.895]}, 'bwt': 0.0012500000000000011}, 'best/average_accuracy': 0.8667000000000001, 'best/bwt': 0.0012500000000000011, 'best/results': {'acc': {'1': [0.9515, 0.5125, 0.5575, 0.4895, 0.762], '2': [0.9445, 0.811, 0.6265, 0.4735, 0.754], '3': [0.9515, 0.819, 0.7685, 0.483, 0.757], '4': [0.951, 0.8135, 0.7775, 0.9025, 0.6515], '5': [0.954, 0.811, 0.7675, 0.906, 0.895]}, 'bwt': 0.0012500000000000011}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'beta': 0.1, 'seed': 42, 'task': 'split_cifar10', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['adam'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 5000, 'max_epochs': 10, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 702, 'first_task_lr': 0.001, 'optimizer_cls': None, 'first_task_opt': 'adamw', 'fisher_samples': 1024, 'grads_per_task': 40, 'max_directions': 80, 'fisher_clipping': False, 'hyper_hidden_dim': 32, 'task_embedding_dim': 16, 'chunk_embedding_dim': 16}"
8,"{'ADAM Overlapping Accuracies': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/ADAM Overlapping Accuracies_55_dbd50286584e81b5f5dc.png', 'sha256': 'dbd50286584e81b5f5dc3cd628889327c6b62bbf86d789862f9dc1fef35d82be', 'size': 53762, 'width': 1000}, 'ADAM/eval/acc_task_1': 0.9505, 'ADAM/eval/acc_task_2': 0.7475, 'ADAM/eval/acc_task_3': 0.833, 'ADAM/eval/acc_task_4': 0.825, 'ADAM/eval/acc_task_5': 0.869, 'ADAM/eval/bwt': 0.001625000000000015, 'ADAM/global_epoch': 49, 'ADAM/train/loss': 0.5846252754615371, '_runtime': 69, '_step': 60, '_timestamp': 1779453034.3030012, '_wandb': {'runtime': 69}, 'adam/eval/average_accuracy': 0.845, 'adam/results': {'acc': {'1': [0.9515, 0.5035, 0.5195, 0.4865, 0.677], '2': [0.9505, 0.7525, 0.533, 0.4875, 0.647], '3': [0.95, 0.748, 0.833, 0.4875, 0.757], '4': [0.949, 0.7525, 0.8355, 0.8125, 0.7385], '5': [0.9505, 0.7475, 0.833, 0.825, 0.869]}, 'bwt': 0.001625000000000015}, 'best/average_accuracy': 0.845, 'best/bwt': 0.001625000000000015, 'best/results': {'acc': {'1': [0.9515, 0.5035, 0.5195, 0.4865, 0.677], '2': [0.9505, 0.7525, 0.533, 0.4875, 0.647], '3': [0.95, 0.748, 0.833, 0.4875, 0.757], '4': [0.949, 0.7525, 0.8355, 0.8125, 0.7385], '5': [0.9505, 0.7475, 0.833, 0.825, 0.869]}, 'bwt': 0.001625000000000015}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'beta': 0.5, 'seed': 42, 'task': 'split_cifar10', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['adam'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 5000, 'max_epochs': 10, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 702, 'first_task_lr': 0.001, 'optimizer_cls': None, 'first_task_opt': 'adamw', 'fisher_samples': 1024, 'grads_per_task': 40, 'max_directions': 80, 'fisher_clipping': False, 'hyper_hidden_dim': 32, 'task_embedding_dim': 16, 'chunk_embedding_dim': 16}"
9,"{'ADAM Overlapping Accuracies': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/ADAM Overlapping Accuracies_55_b48788f868d3e52e21f0.png', 'sha256': 'b48788f868d3e52e21f0be48deb51b7ee11d3cb6ff825870e054a0e2bff0fdc7', 'size': 32721, 'width': 1000}, 'ADAM/eval/acc_task_1': 0.5, 'ADAM/eval/acc_task_2': 0.5, 'ADAM/eval/acc_task_3': 0.5, 'ADAM/eval/acc_task_4': 0.5, 'ADAM/eval/acc_task_5': 0.5, 'ADAM/eval/bwt': 0, 'ADAM/global_epoch': 49, 'ADAM/train/loss': 0.695824433663848, '_runtime': 69, '_step': 60, '_timestamp': 1779454298.9404476, '_wandb': {'runtime': 69}, 'adam/eval/average_accuracy': 0.5, 'adam/results': {'acc': {'1': [0.5, 0.5, 0.5, 0.5, 0.5], '2': [0.5, 0.5, 0.5, 0.5, 0.5], '3': [0.5, 0.5, 0.5, 0.5, 0.5], '4': [0.5, 0.5, 0.5, 0.5, 0.5], '5': [0.5, 0.5, 0.5, 0.5, 0.5]}, 'bwt': 0}, 'best/average_accuracy': 0.5, 'best/bwt': 0, 'best/results': {'acc': {'1': [0.5, 0.5, 0.5, 0.5, 0.5], '2': [0.5, 0.5, 0.5, 0.5, 0.5], '3': [0.5, 0.5, 0.5, 0.5, 0.5], '4': [0.5, 0.5, 0.5, 0.5, 0.5], '5': [0.5, 0.5, 0.5, 0.5, 0.5]}, 'bwt': 0}, 'task': 5, 'task_completed': 5}","{'lr': 0.001, 'lam': 0.001, 'beta': 0.05, 'seed': 42, 'task': 'split_cifar10', 'alpha': 0.3, 'model': 'HyperNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['adam'], 'normalize': True, 'num_tasks': 5, 'regulizer': True, 'batch_size': 64, 'check_vram': False, 'chunk_size': 500, 'max_epochs': 10, 'device_mode': 'gpu', 'num_of_tasks': None, 'task_classes': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'experiment_id': 702, 'first_task_lr': 0.001, 'optimizer_cls': None, 'first_task_opt': 'adamw', 'fisher_samples': 1024, 'grads_per_task': 40, 'max_directions': 80, 'fisher_clipping': False, 'hyper_hidden_dim': 32, 'task_embedding_dim': 16, 'chunk_embedding_dim': 16}"
