,summary,config
0,"{'_runtime': 67, '_step': 14, '_timestamp': 1779143828.907975, '_wandb': {'runtime': 67}, 'iFOPNG/eval/acc_task_1': 0.9502, 'iFOPNG/eval/acc_task_10': 0.1043, 'iFOPNG/eval/acc_task_2': 0.1938, 'iFOPNG/eval/acc_task_3': 0.0971, 'iFOPNG/eval/acc_task_4': 0.1477, 'iFOPNG/eval/acc_task_5': 0.104, 'iFOPNG/eval/acc_task_6': 0.0937, 'iFOPNG/eval/acc_task_7': 0.1233, 'iFOPNG/eval/acc_task_8': 0.0698, 'iFOPNG/eval/acc_task_9': 0.1843, 'iFOPNG/fisher/max': 1, 'iFOPNG/fisher/mean': 0.0972163826227188, 'iFOPNG/fisher/min': 0.005753444042056799, 'iFOPNG/fisher_overlap/cosine': 1, 'iFOPNG/fisher_overlap/pearson': 1, 'iFOPNG/fisher_overlap/topk_iou': 1, 'iFOPNG/global_epoch': 12, 'iFOPNG/memory/G_cols': 80, 'iFOPNG/train/correction_norm': 0.01652740016579628, 'iFOPNG/train/loss': 0.5449103309753093, 'iFOPNG/train/raw_rho': 0.9971467502573704, 'iFOPNG/train/reg_penalty': 0, 'iFOPNG/train/weighted_rho': 0.011765861606344264, 'task': 2, 'task_completed': 1}","{'lr': 0.01, 'lam': 0.001, 'seed': 42, 'task': 'permuted_mnist', 'alpha': 0.3, 'model': 'TargetNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['ifopng'], 'normalize': True, 'num_tasks': 10, 'regulizer': False, 'batch_size': 256, 'check_vram': False, 'chunk_size': 1000, 'max_epochs': 10, 'device_mode': 'gpu', 'num_of_tasks': 10, 'task_classes': None, 'experiment_id': 7, 'fisher_samples': 512, 'grads_per_task': 80, 'max_directions': 400, 'fisher_clipping': False, 'hyper_hidden_dim': 16, 'task_embedding_dim': 4, 'chunk_embedding_dim': 10}"
1,"{'_runtime': 51, '_step': 8, '_timestamp': 1779143943.9124336, '_wandb': {'runtime': 51}, 'iFOPNG/global_epoch': 8, 'iFOPNG/train/loss': 0.1685541624401478, 'task': 1}","{'lr': 0.01, 'lam': 0.001, 'seed': 42, 'task': 'permuted_mnist', 'alpha': 0.3, 'model': 'TargetNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['ifopng'], 'normalize': True, 'num_tasks': 10, 'regulizer': False, 'batch_size': 256, 'check_vram': False, 'chunk_size': 1000, 'max_epochs': 10, 'device_mode': 'gpu', 'num_of_tasks': 10, 'task_classes': None, 'experiment_id': 7, 'fisher_samples': 512, 'grads_per_task': 80, 'max_directions': 400, 'fisher_clipping': False, 'hyper_hidden_dim': 16, 'task_embedding_dim': 4, 'chunk_embedding_dim': 10}"
2,"{'_runtime': 408.107330909, '_step': 37, '_timestamp': 1779144428.8200028, '_wandb': {'runtime': 408}, 'iFOPNG/eval/acc_task_1': 0.589, 'iFOPNG/eval/acc_task_2': 0.8529, 'iFOPNG/eval/acc_task_3': 0.9033, 'iFOPNG/eval/acc_task_4': 0.1485, 'iFOPNG/eval/acc_task_5': 0.0515, 'iFOPNG/eval/bwt': -0.21545000000000003, 'iFOPNG/fisher/max': 1, 'iFOPNG/fisher/mean': 0.17188069224357605, 'iFOPNG/fisher/min': 0.01374974474310875, 'iFOPNG/fisher_overlap/cosine': 0.30712687969207764, 'iFOPNG/fisher_overlap/pearson': -0.05638982355594635, 'iFOPNG/fisher_overlap/topk_iou': 0.04492512479201331, 'iFOPNG/global_epoch': 31, 'iFOPNG/memory/G_cols': 240, 'iFOPNG/train/correction_norm': 0.09456627589091658, 'iFOPNG/train/loss': 0.5845135480662187, 'iFOPNG/train/raw_rho': 0.9917454476455848, 'iFOPNG/train/reg_penalty': 0, 'iFOPNG/train/weighted_rho': 0.005253416576383946, 'task': 4, 'task_completed': 3}","{'lr': 0.01, 'lam': 0.001, 'seed': 42, 'task': 'permuted_mnist', 'alpha': 0.3, 'model': 'TargetNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['ifopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': False, 'batch_size': 10, 'check_vram': False, 'chunk_size': 1000, 'max_epochs': 10, 'device_mode': 'gpu', 'num_of_tasks': 5, 'task_classes': None, 'experiment_id': 7, 'fisher_samples': 512, 'grads_per_task': 80, 'max_directions': 400, 'fisher_clipping': False, 'hyper_hidden_dim': 16, 'task_embedding_dim': 4, 'chunk_embedding_dim': 10}"
3,"{'_runtime': 161, '_step': 41, '_timestamp': 1779144710.622785, '_wandb': {'runtime': 161}, 'best/average_accuracy': 0.7415800000000001, 'best/bwt': -0.1772, 'best/results': {'acc': {'1': [0.938, 0.166, 0.1456, 0.1316, 0.1408], '2': [0.6868, 0.8883, 0.0903, 0.1502, 0.1181], '3': [0.7651, 0.8387, 0.8817, 0.1384, 0.0691], '4': [0.6313, 0.6682, 0.7416, 0.8878, 0.0845], '5': [0.5946, 0.7703, 0.7322, 0.7899, 0.8209]}, 'bwt': -0.1772}, 'iFOPNG  Overlapping Accuracies (Colored)': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/iFOPNG  Overlapping Accuracies (Colored)_36_8eec0f7f1e9bb59ff6e5.png', 'sha256': '8eec0f7f1e9bb59ff6e5cec4f1296716c52deead0589633b782b8c594dfd75de', 'size': 74688, 'width': 1000}, 'iFOPNG FRECHET CORR MATRIX': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/iFOPNG FRECHET CORR MATRIX_35_8d04767af1431e1e8421.png', 'sha256': '8d04767af1431e1e8421d15e5ae7308ffdb752f30d01fe366745df39986f7f10', 'size': 36404, 'width': 800}, 'iFOPNG/eval/acc_task_1': 0.5946, 'iFOPNG/eval/acc_task_2': 0.7703, 'iFOPNG/eval/acc_task_3': 0.7322, 'iFOPNG/eval/acc_task_4': 0.7899, 'iFOPNG/eval/acc_task_5': 0.8209, 'iFOPNG/eval/bwt': -0.1772, 'iFOPNG/fisher/max': 1, 'iFOPNG/fisher/mean': 0.25496622920036316, 'iFOPNG/fisher/min': 0.015425563789904118, 'iFOPNG/fisher_overlap/cosine': 0.3793396055698395, 'iFOPNG/fisher_overlap/pearson': -0.05076234042644501, 'iFOPNG/fisher_overlap/topk_iou': 0.04623073719283632, 'iFOPNG/global_epoch': 24, 'iFOPNG/memory/G_cols': 400, 'iFOPNG/train/correction_norm': 0.023529314947255114, 'iFOPNG/train/loss': 0.6822627494943903, 'iFOPNG/train/raw_rho': 0.9906118486789948, 'iFOPNG/train/reg_penalty': 0, 'iFOPNG/train/weighted_rho': 0.01651311353086791, 'ifopng/eval/average_accuracy': 0.7415800000000001, 'ifopng/results': {'acc': {'1': [0.938, 0.166, 0.1456, 0.1316, 0.1408], '2': [0.6868, 0.8883, 0.0903, 0.1502, 0.1181], '3': [0.7651, 0.8387, 0.8817, 0.1384, 0.0691], '4': [0.6313, 0.6682, 0.7416, 0.8878, 0.0845], '5': [0.5946, 0.7703, 0.7322, 0.7899, 0.8209]}, 'bwt': -0.1772}, 'task': 5, 'task_completed': 5}","{'lr': 0.01, 'lam': 0.001, 'seed': 42, 'task': 'permuted_mnist', 'alpha': 0.3, 'model': 'TargetNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['ifopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': False, 'batch_size': 256, 'check_vram': False, 'chunk_size': 1000, 'max_epochs': 5, 'device_mode': 'gpu', 'num_of_tasks': 5, 'task_classes': None, 'experiment_id': 7, 'fisher_samples': 512, 'grads_per_task': 80, 'max_directions': 400, 'fisher_clipping': False, 'hyper_hidden_dim': 16, 'task_embedding_dim': 4, 'chunk_embedding_dim': 10}"
4,"{'_runtime': 126, '_step': 41, '_timestamp': 1779144845.667597, '_wandb': {'runtime': 126}, 'best/average_accuracy': 0.73088, 'best/bwt': -0.18865, 'best/results': {'acc': {'1': [0.9391, 0.1048, 0.1233, 0.0516, 0.1059], '2': [0.6226, 0.8995, 0.0802, 0.1123, 0.0935], '3': [0.6637, 0.7174, 0.8113, 0.1783, 0.1211], '4': [0.7136, 0.6585, 0.7127, 0.8686, 0.1367], '5': [0.7008, 0.6664, 0.6873, 0.7094, 0.8905]}, 'bwt': -0.18865}, 'iFOPNG  Overlapping Accuracies (Colored)': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/iFOPNG  Overlapping Accuracies (Colored)_36_52a9867b7ca08fcf7577.png', 'sha256': '52a9867b7ca08fcf757751ed1567af29b6433d386b079d72511c80aba3b23fdb', 'size': 72440, 'width': 1000}, 'iFOPNG FRECHET CORR MATRIX': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/iFOPNG FRECHET CORR MATRIX_35_49775c4a53ca78d0c2ee.png', 'sha256': '49775c4a53ca78d0c2ee1459ef437713601fa135fdbd17a15907eaa1948b1d38', 'size': 35523, 'width': 800}, 'iFOPNG/eval/acc_task_1': 0.7008, 'iFOPNG/eval/acc_task_2': 0.6664, 'iFOPNG/eval/acc_task_3': 0.6873, 'iFOPNG/eval/acc_task_4': 0.7094, 'iFOPNG/eval/acc_task_5': 0.8905, 'iFOPNG/eval/bwt': -0.18865, 'iFOPNG/fisher/max': 1, 'iFOPNG/fisher/mean': 0.29776185750961304, 'iFOPNG/fisher/min': 0.02164766564965248, 'iFOPNG/fisher_overlap/cosine': 0.4849594831466675, 'iFOPNG/fisher_overlap/pearson': -0.003952523227781057, 'iFOPNG/fisher_overlap/topk_iou': 0.054575986565911, 'iFOPNG/global_epoch': 24, 'iFOPNG/memory/G_cols': 400, 'iFOPNG/train/correction_norm': 0.03323122219360889, 'iFOPNG/train/loss': 0.4216899204761424, 'iFOPNG/train/raw_rho': 0.9896919970816754, 'iFOPNG/train/reg_penalty': 0, 'iFOPNG/train/weighted_rho': 0.01579511735112743, 'ifopng/eval/average_accuracy': 0.73088, 'ifopng/results': {'acc': {'1': [0.9391, 0.1048, 0.1233, 0.0516, 0.1059], '2': [0.6226, 0.8995, 0.0802, 0.1123, 0.0935], '3': [0.6637, 0.7174, 0.8113, 0.1783, 0.1211], '4': [0.7136, 0.6585, 0.7127, 0.8686, 0.1367], '5': [0.7008, 0.6664, 0.6873, 0.7094, 0.8905]}, 'bwt': -0.18865}, 'task': 5, 'task_completed': 5}","{'lr': 0.01, 'lam': 0.001, 'seed': 1234, 'task': 'permuted_mnist', 'alpha': 0.3, 'model': 'TargetNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['ifopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': False, 'batch_size': 256, 'check_vram': False, 'chunk_size': 1000, 'max_epochs': 5, 'device_mode': 'gpu', 'num_of_tasks': 5, 'task_classes': None, 'experiment_id': 7, 'fisher_samples': 512, 'grads_per_task': 80, 'max_directions': 400, 'fisher_clipping': False, 'hyper_hidden_dim': 16, 'task_embedding_dim': 4, 'chunk_embedding_dim': 10}"
5,"{'_runtime': 10, '_step': 0, '_timestamp': 1779144859.242452, '_wandb': {'runtime': 10}, 'iFOPNG/global_epoch': 0, 'iFOPNG/train/loss': 0.6588712535005935, 'task': 1}","{'lr': 0.01, 'lam': 0.001, 'seed': 811, 'task': 'permuted_mnist', 'alpha': 0.3, 'model': 'TargetNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['ifopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': False, 'batch_size': 256, 'check_vram': False, 'chunk_size': 1000, 'max_epochs': 5, 'device_mode': 'gpu', 'num_of_tasks': 5, 'task_classes': None, 'experiment_id': 7, 'fisher_samples': 512, 'grads_per_task': 80, 'max_directions': 400, 'fisher_clipping': False, 'hyper_hidden_dim': 16, 'task_embedding_dim': 4, 'chunk_embedding_dim': 10}"
6,"{'_runtime': 133, '_step': 13, '_timestamp': 1779145009.2121196, '_wandb': {'runtime': 133}, 'iFOPNG/eval/acc_task_1': 0.6418, 'iFOPNG/eval/acc_task_2': 0.9147, 'iFOPNG/eval/acc_task_3': 0.09, 'iFOPNG/eval/acc_task_4': 0.143, 'iFOPNG/eval/acc_task_5': 0.1004, 'iFOPNG/eval/bwt': -0.3060999999999999, 'iFOPNG/fisher/max': 1, 'iFOPNG/fisher/mean': 0.1181708797812462, 'iFOPNG/fisher/min': 0, 'iFOPNG/fisher_overlap/cosine': 0.2590589225292206, 'iFOPNG/fisher_overlap/pearson': -0.01980331353843212, 'iFOPNG/fisher_overlap/topk_iou': 0.04232365145228216, 'iFOPNG/global_epoch': 9, 'iFOPNG/memory/G_cols': 160, 'iFOPNG/train/correction_norm': 0.028933474995610595, 'iFOPNG/train/loss': 0.33136068568048843, 'iFOPNG/train/raw_rho': 0.998406013071537, 'iFOPNG/train/reg_penalty': 0, 'iFOPNG/train/weighted_rho': 0.007489008781471057, 'task': 2, 'task_completed': 2}","{'lr': 0.01, 'lam': 0.001, 'seed': 42, 'task': 'permuted_mnist', 'alpha': 0.3, 'model': 'TargetNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['ifopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': False, 'batch_size': 10, 'check_vram': False, 'chunk_size': 1000, 'max_epochs': 5, 'device_mode': 'gpu', 'num_of_tasks': 5, 'task_classes': None, 'experiment_id': 7, 'fisher_samples': 512, 'grads_per_task': 80, 'max_directions': 400, 'fisher_clipping': False, 'hyper_hidden_dim': 16, 'task_embedding_dim': 4, 'chunk_embedding_dim': 10}"
7,"{'_runtime': 152, '_step': 41, '_timestamp': 1779145259.400719, '_wandb': {'runtime': 152}, 'best/average_accuracy': 0.73088, 'best/bwt': -0.18865, 'best/results': {'acc': {'1': [0.9391, 0.1048, 0.1233, 0.0516, 0.1059], '2': [0.6226, 0.8995, 0.0802, 0.1123, 0.0935], '3': [0.6637, 0.7174, 0.8113, 0.1783, 0.1211], '4': [0.7136, 0.6585, 0.7127, 0.8686, 0.1367], '5': [0.7008, 0.6664, 0.6873, 0.7094, 0.8905]}, 'bwt': -0.18865}, 'iFOPNG  Overlapping Accuracies (Colored)': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/iFOPNG  Overlapping Accuracies (Colored)_36_52a9867b7ca08fcf7577.png', 'sha256': '52a9867b7ca08fcf757751ed1567af29b6433d386b079d72511c80aba3b23fdb', 'size': 72440, 'width': 1000}, 'iFOPNG FRECHET CORR MATRIX': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/iFOPNG FRECHET CORR MATRIX_35_49775c4a53ca78d0c2ee.png', 'sha256': '49775c4a53ca78d0c2ee1459ef437713601fa135fdbd17a15907eaa1948b1d38', 'size': 35523, 'width': 800}, 'iFOPNG/eval/acc_task_1': 0.7008, 'iFOPNG/eval/acc_task_2': 0.6664, 'iFOPNG/eval/acc_task_3': 0.6873, 'iFOPNG/eval/acc_task_4': 0.7094, 'iFOPNG/eval/acc_task_5': 0.8905, 'iFOPNG/eval/bwt': -0.18865, 'iFOPNG/fisher/max': 1, 'iFOPNG/fisher/mean': 0.29776185750961304, 'iFOPNG/fisher/min': 0.02164766564965248, 'iFOPNG/fisher_overlap/cosine': 0.4849594831466675, 'iFOPNG/fisher_overlap/pearson': -0.003952523227781057, 'iFOPNG/fisher_overlap/topk_iou': 0.054575986565911, 'iFOPNG/global_epoch': 24, 'iFOPNG/memory/G_cols': 400, 'iFOPNG/train/correction_norm': 0.03323122219360889, 'iFOPNG/train/loss': 0.4216899204761424, 'iFOPNG/train/raw_rho': 0.9896919970816754, 'iFOPNG/train/reg_penalty': 0, 'iFOPNG/train/weighted_rho': 0.01579511735112743, 'ifopng/eval/average_accuracy': 0.73088, 'ifopng/results': {'acc': {'1': [0.9391, 0.1048, 0.1233, 0.0516, 0.1059], '2': [0.6226, 0.8995, 0.0802, 0.1123, 0.0935], '3': [0.6637, 0.7174, 0.8113, 0.1783, 0.1211], '4': [0.7136, 0.6585, 0.7127, 0.8686, 0.1367], '5': [0.7008, 0.6664, 0.6873, 0.7094, 0.8905]}, 'bwt': -0.18865}, 'task': 5, 'task_completed': 5}","{'lr': 0.01, 'lam': 0.001, 'seed': 1234, 'task': 'permuted_mnist', 'alpha': 0.3, 'model': 'TargetNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['ifopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': False, 'batch_size': 256, 'check_vram': False, 'chunk_size': 1000, 'max_epochs': 5, 'device_mode': 'gpu', 'num_of_tasks': 5, 'task_classes': None, 'experiment_id': 7, 'fisher_samples': 512, 'grads_per_task': 80, 'max_directions': 400, 'fisher_clipping': False, 'hyper_hidden_dim': 16, 'task_embedding_dim': 4, 'chunk_embedding_dim': 10}"
8,"{'_runtime': 176, '_step': 41, '_timestamp': 1779145443.9670548, '_wandb': {'runtime': 176}, 'best/average_accuracy': 0.7372000000000001, 'best/bwt': -0.195625, 'best/results': {'acc': {'1': [0.9325, 0.1021, 0.0842, 0.0524, 0.1074], '2': [0.7775, 0.8998, 0.0972, 0.0585, 0.0953], '3': [0.6357, 0.7875, 0.8878, 0.0448, 0.1028], '4': [0.6436, 0.7697, 0.8111, 0.8682, 0.082], '5': [0.631, 0.7512, 0.6192, 0.8044, 0.8802]}, 'bwt': -0.195625}, 'iFOPNG  Overlapping Accuracies (Colored)': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/iFOPNG  Overlapping Accuracies (Colored)_36_0d30bbc25e9de11a5231.png', 'sha256': '0d30bbc25e9de11a523144a31d6a1ca2af3ad9d0ab0e15893706e9e07f792cf2', 'size': 70686, 'width': 1000}, 'iFOPNG FRECHET CORR MATRIX': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/iFOPNG FRECHET CORR MATRIX_35_7151e7de730673518251.png', 'sha256': '7151e7de730673518251c3afea227d31e6c008e58ed57677d5f271cb10a08d42', 'size': 32325, 'width': 800}, 'iFOPNG/eval/acc_task_1': 0.631, 'iFOPNG/eval/acc_task_2': 0.7512, 'iFOPNG/eval/acc_task_3': 0.6192, 'iFOPNG/eval/acc_task_4': 0.8044, 'iFOPNG/eval/acc_task_5': 0.8802, 'iFOPNG/eval/bwt': -0.195625, 'iFOPNG/fisher/max': 1, 'iFOPNG/fisher/mean': 0.2916906177997589, 'iFOPNG/fisher/min': 0.019912168383598328, 'iFOPNG/fisher_overlap/cosine': 0.47094255685806274, 'iFOPNG/fisher_overlap/pearson': 0.020470401272177696, 'iFOPNG/fisher_overlap/topk_iou': 0.06395595086827616, 'iFOPNG/global_epoch': 24, 'iFOPNG/memory/G_cols': 400, 'iFOPNG/train/correction_norm': 0.03400839219226482, 'iFOPNG/train/loss': 0.46447597425034703, 'iFOPNG/train/raw_rho': 0.9878312734847372, 'iFOPNG/train/reg_penalty': 0, 'iFOPNG/train/weighted_rho': 0.017860629647336108, 'ifopng/eval/average_accuracy': 0.7372000000000001, 'ifopng/results': {'acc': {'1': [0.9325, 0.1021, 0.0842, 0.0524, 0.1074], '2': [0.7775, 0.8998, 0.0972, 0.0585, 0.0953], '3': [0.6357, 0.7875, 0.8878, 0.0448, 0.1028], '4': [0.6436, 0.7697, 0.8111, 0.8682, 0.082], '5': [0.631, 0.7512, 0.6192, 0.8044, 0.8802]}, 'bwt': -0.195625}, 'task': 5, 'task_completed': 5}","{'lr': 0.01, 'lam': 0.001, 'seed': 811, 'task': 'permuted_mnist', 'alpha': 0.3, 'model': 'TargetNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['ifopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': False, 'batch_size': 256, 'check_vram': False, 'chunk_size': 1000, 'max_epochs': 5, 'device_mode': 'gpu', 'num_of_tasks': 5, 'task_classes': None, 'experiment_id': 7, 'fisher_samples': 512, 'grads_per_task': 80, 'max_directions': 400, 'fisher_clipping': False, 'hyper_hidden_dim': 16, 'task_embedding_dim': 4, 'chunk_embedding_dim': 10}"
9,"{'FOPNG  Overlapping Accuracies (Colored)': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/FOPNG  Overlapping Accuracies (Colored)_36_af1acc544e3b037ff6ee.png', 'sha256': 'af1acc544e3b037ff6ee3a352a853d17f5d910da18f77f770e2d837515a89a2d', 'size': 78073, 'width': 1000}, 'FOPNG FRECHET CORR MATRIX': {'_type': 'image-file', 'format': 'png', 'height': 600, 'path': 'media/images/FOPNG FRECHET CORR MATRIX_35_47fd481c7e4a792c1680.png', 'sha256': '47fd481c7e4a792c1680fc1fa45b465442251d65eaeef55072e987d638a5ec8f', 'size': 34282, 'width': 800}, 'FOPNG/eval/acc_task_1': 0.4612, 'FOPNG/eval/acc_task_2': 0.5417, 'FOPNG/eval/acc_task_3': 0.5387, 'FOPNG/eval/acc_task_4': 0.7664, 'FOPNG/eval/acc_task_5': 0.9011, 'FOPNG/eval/bwt': -0.3077500000000001, 'FOPNG/fisher/max': 1, 'FOPNG/fisher/mean': 0.29015052318573, 'FOPNG/fisher/min': 0.019862841814756393, 'FOPNG/fisher_overlap/cosine': 0.4832790195941925, 'FOPNG/fisher_overlap/pearson': 0.004653748590499163, 'FOPNG/fisher_overlap/topk_iou': 0.05946857865879376, 'FOPNG/global_epoch': 24, 'FOPNG/memory/G_cols': 400, 'FOPNG/train/correction_norm': 0.0021291529705272393, 'FOPNG/train/loss': 0.3744094578509635, 'FOPNG/train/raw_rho': 0.999117939269289, 'FOPNG/train/reg_penalty': 0, 'FOPNG/train/weighted_rho': 0.008341263549679772, '_runtime': 158, '_step': 41, '_timestamp': 1779145611.603025, '_wandb': {'runtime': 158}, 'best/average_accuracy': 0.64182, 'best/bwt': -0.3077500000000001, 'best/results': {'acc': {'1': [0.9391, 0.1048, 0.1233, 0.0516, 0.1059], '2': [0.7682, 0.9068, 0.0819, 0.1619, 0.1125], '3': [0.67, 0.794, 0.8146, 0.1928, 0.0887], '4': [0.6446, 0.6124, 0.6884, 0.8785, 0.1276], '5': [0.4612, 0.5417, 0.5387, 0.7664, 0.9011]}, 'bwt': -0.3077500000000001}, 'fopng/eval/average_accuracy': 0.64182, 'fopng/results': {'acc': {'1': [0.9391, 0.1048, 0.1233, 0.0516, 0.1059], '2': [0.7682, 0.9068, 0.0819, 0.1619, 0.1125], '3': [0.67, 0.794, 0.8146, 0.1928, 0.0887], '4': [0.6446, 0.6124, 0.6884, 0.8785, 0.1276], '5': [0.4612, 0.5417, 0.5387, 0.7664, 0.9011]}, 'bwt': -0.3077500000000001}, 'task': 5, 'task_completed': 5}","{'lr': 0.01, 'lam': 0.001, 'seed': 1234, 'task': 'permuted_mnist', 'alpha': 0.3, 'model': 'TargetNetwork', 'saved': False, 'epochs': 10, 'warmup': False, 'damping': 0.01, 'methods': ['fopng'], 'normalize': True, 'num_tasks': 5, 'regulizer': False, 'batch_size': 256, 'check_vram': False, 'chunk_size': 1000, 'max_epochs': 5, 'device_mode': 'gpu', 'num_of_tasks': 5, 'task_classes': None, 'experiment_id': 7, 'fisher_samples': 512, 'grads_per_task': 80, 'max_directions': 400, 'fisher_clipping': False, 'hyper_hidden_dim': 16, 'task_embedding_dim': 4, 'chunk_embedding_dim': 10}"
